book_name,writer_name,type,category,mood,cover_url
"Shadows in the Glasshouse (American Girl History Mysteries, 10)",Megan McDonald,Book,English,Mind-Expanding,https://images.amazon.com/images/P/1584850930.01.LZZZZZZZ.jpg
Thursday And The Lad (World Wide Library),Patricia Mathews,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0373970471.01.LZZZZZZZ.jpg
History of art: A survey of the major visual arts from the dawn of history to the present day,H. W Janson,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0133892964.01.LZZZZZZZ.jpg
Hardwired,Chapman Sally,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0373262884.01.LZZZZZZZ.jpg
"A Pictorial History of Waco, Vol. 2",Robert E. Davis,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0872441245.01.LZZZZZZZ.jpg
Ethics in a Permissive Society.,"William, Lecturer in the University of Glasgow. Barclay",Book,English,Mind-Expanding,https://images.amazon.com/images/P/0060604158.01.LZZZZZZZ.jpg
The Brain: A Neuroscience Primer,Richard F. Thompson,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0716732262.01.LZZZZZZZ.jpg
2001: A Space Odssey,Arthur Charles Clarke,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0451166752.01.LZZZZZZZ.jpg
Down Comes the Rain (Let's-Read-and-Find-Out Science 2),Franklyn M. Branley,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0064451666.01.LZZZZZZZ.jpg
The First Part of the History of Henry IV (The New Shakespeare),William Shakespeare,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0521094755.01.LZZZZZZZ.jpg
Magnolias: Romantic History from the Deep South in Four Complete Novels,Jacquelyn Cook,Book,English,Mind-Expanding,https://images.amazon.com/images/P/158660399X.01.LZZZZZZZ.jpg
The Wonderful World of Soccer,S. M. Butterfield,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0448154617.01.LZZZZZZZ.jpg
"Tutus, Tights and Tiptoes: Ballet History as It Ought to Be Taught",David W. Barber,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0920151302.01.LZZZZZZZ.jpg
Le trÃÂ©sor des humbles (Espace nord),Maurice Maeterlinck,Book,English,Mind-Expanding,https://images.amazon.com/images/P/2804001601.01.LZZZZZZZ.jpg
Ordering Your Private World - Man in the Mirror Edition - includes Study Guide,Gordon MacDonald,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0785201343.01.LZZZZZZZ.jpg
Smokescreen: One Man Against the Underworld,Paul William Roberts,Book,English,Mind-Expanding,https://images.amazon.com/images/P/077373323X.01.LZZZZZZZ.jpg
A Celebration of Soup: With Classic Recipes from Around the World,Lindsey Bareham,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0471318760.01.LZZZZZZZ.jpg
Introduction to Algorithms (MIT Electrical Engineering and Computer Science),Thomas H. Cormen,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0262031418.01.LZZZZZZZ.jpg
2000 A.D.: Are You Ready? : How New Technologies and Lightning-Fast Changes Are Opening the Door for Satan and His Plan for the End of the World,Peter Lalonde,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0785271880.01.LZZZZZZZ.jpg
"Guises of the Mind (Star Trek The Next Generation, No 27)",Rebecca Neason,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0671798316.01.LZZZZZZZ.jpg
Social Psychology and Readings in Social Psychology,Sharon S. Brehm,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0395736307.01.LZZZZZZZ.jpg
Physical Chemistry: A Molecular Approach,Donald A. McQuarrie,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0935702997.01.LZZZZZZZ.jpg
"Small Victories: The Real World of a Teacher, Her Students, and Their High School",Samuel G. Freedman,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0060920874.01.LZZZZZZZ.jpg
Growing Your Business Online: Small-Business Strategies for Working the World Wide Web,Phaedra Hise,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0805047387.01.LZZZZZZZ.jpg
Van Gogh (World of Art),Melissa McQuillan,Book,English,Mind-Expanding,https://images.amazon.com/images/P/050020232X.01.LZZZZZZZ.jpg
"How to Become Popular Without Losing Your Mind (Genny in a Bottle, 1)",Kristen Kemp,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0439211786.01.LZZZZZZZ.jpg
Experimental Design and Statistics (New Essential Psychology),Stephen Henry Miller,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0415040116.01.LZZZZZZZ.jpg
Going on Being: Buddhism and the Way of Change : A Positive Psychology for the West,Mark Epstein,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0767904605.01.LZZZZZZZ.jpg
My Sound Parade : Sound Box Library Series,Jane Belk Moncure,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0895651033.01.LZZZZZZZ.jpg
End of Science: Facing the Limits of Knowledge in the Twilight of the Scientific Age,John Horgan,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0316640522.01.LZZZZZZZ.jpg
"Operation Mindbender (Find Your Fate/G.I. Joe, No 9)",R. L. Stine,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0345337867.01.LZZZZZZZ.jpg
Bluejay Shaman,Lisa McClendon,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0373262132.01.LZZZZZZZ.jpg
Small World.,Martin Suter,Book,English,Mind-Expanding,https://images.amazon.com/images/P/3257230885.01.LZZZZZZZ.jpg
Becoming a Child of the Buddhas: A Simple Clarification of the Root Verses of Seven Point Mind Training,Gomo Tulku,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0861711394.01.LZZZZZZZ.jpg
DK Pocket-Size World Atlas,Dorling Kindersley Publishing,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0789402157.01.LZZZZZZZ.jpg
Under the Sea (First Discovery Book : Hidden World),Claude Delafosse,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0590109928.01.LZZZZZZZ.jpg
History of the Middle Ages,Joseph Dahmus,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0760700362.01.LZZZZZZZ.jpg
Biopsychology (4th Edition),John P. J. Pinel,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0205289924.01.LZZZZZZZ.jpg
Metaphors of Memory : A History of Ideas about the Mind,Douwe Draaisma,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0521650240.01.LZZZZZZZ.jpg
The Psychology of Everyday Things,Donald A. Norman,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0465067093.01.LZZZZZZZ.jpg
I'm a Caterpillar (Hello Reader! Science. Level 1),Jean Marzollo,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0590847791.01.LZZZZZZZ.jpg
Other Origins: The Search for the Giant Ape in Human Prehistory,Russell Ciochon,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0553070819.01.LZZZZZZZ.jpg
Brave New World (Audio Editions),Aldous Huxley,Book,English,Mind-Expanding,https://images.amazon.com/images/P/1572703024.01.LZZZZZZZ.jpg
An Introduction to Management Science: Quantitative Approaches to Decision Making (Introduction to Management Science),David R. Anderson,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0314024794.01.LZZZZZZZ.jpg
"The Slim-Fast Body, Mind, Life Makeover",Lauren Hutton,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0060393351.01.LZZZZZZZ.jpg
Let's Go 2001: San Francisco: The World's Bestselling Budget Travel Series,Keja Valens,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0312246919.01.LZZZZZZZ.jpg
"American Chica: Two Worlds, One Childhood",Marie Arana,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0385319622.01.LZZZZZZZ.jpg
"The Friendly Guide to the Universe: A Down-To-Earth Tour of Space, Time and the Wonders of the Cosmos (The Friendly Shakespeare)",Nancy Hathaway,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0140153810.01.LZZZZZZZ.jpg
Faith in space,Frank M Childers,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0966010000.01.LZZZZZZZ.jpg
Science Fictionisms,William Rotsler,Book,English,Mind-Expanding,https://images.amazon.com/images/P/0879056932.01.LZZZZZZZ.jpg
